NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Katherine Waynesboro (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,1983
Black Fox (Thief) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,25,1984
Sheoke Sanada (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,1984
Terminus (Destroyer) (Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,25,1984
Martin Fletcher (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,25,1987
Bloodscream (Earth-616),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,25,1989
Andrea Sterman (Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,,Living Characters,25,1990
Achilles (Helmut) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,25,1991
Jeremy Stevens (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,25,1991
Misha Bushida (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,25,1992
Stacy Arnheim (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,1992
Garabed Bashur (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,25,1993
Suvik Senyaka (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,25,1993
Desiree Winthrop (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,25,1996
Arlette Truffaut (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,25,1997
Carter Ghazikhanian (Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,25,2002
Vincent Stewart (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,25,2002
Adriana Soria (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,25,2004
Augustus Pugliese (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,25,2004
Toxin (Symbiote) (Earth-616),,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,Living Characters,25,2004
Maya Hansen (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,25,2005
Axeman Bone (Earth-616),No Dual Identity,Good Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,25,2008
Yuri Watanabe (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,25,2009
Ikol (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,25,2011
Kenji Uedo (Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,,Deceased Characters,25,2011
Elizabeth Barstow (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,24,1941
Lorna (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,24,1953
Mikki (Earth-616),Public Identity,,,,,,Living Characters,24,1953
Dorrek VII (Earth-616),Public Identity,Bad Characters,Green Eyes,Bald,Male Characters,,Deceased Characters,24,1963
Frederick Duncan (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,24,1963
Thomas Gideon (Earth-616),,,White Eyes,Orange Hair,Male Characters,,Living Characters,24,1965
Jormungand (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,24,1966
Roy Stone (Earth-616),Public Identity,,,,Male Characters,,Living Characters,24,1966
Una (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,24,1967
Timberius (Earth-616),No Dual Identity,,Brown Eyes,No Hair,Male Characters,,Living Characters,24,1968
William Drake (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,1968
Yandroth (Earth-616),Public Identity,Bad Characters,Grey Eyes,Bald,Male Characters,,Living Characters,24,1968
Michael Marko (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,1969
Cornelius van Lunt (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,24,1970
Shuma-Gorath (Multiverse),Secret Identity,Bad Characters,One Eye,No Hair,Male Characters,,Living Characters,24,1972
Curtis Carr (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,1973
Gabriel (Devil-Hunter) (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,1974
Condor (Nova Foe) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,24,1976
Griffin Gogol (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,1976
Rieg Davan (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,1976
Nicholas Fury (LMD) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,1977
Ereshkigal (Deviant) (Earth-616),Secret Identity,,Red Eyes,Black Hair,Female Characters,,Living Characters,24,1979
Joshua Cooper (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,1979
Alan Fagan (Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Silver Hair,Male Characters,,Living Characters,24,1980
Deathurge (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,24,1981
Devil (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,24,1981
Lorina Dodson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,24,1983
Phastos (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,24,1985
Abigail Wright (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Pink Hair,Female Characters,,Living Characters,24,1987
Aaron Chord (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,1990
Arthur Dolan (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,24,1990
Daniel Fielstein (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,24,1990
Ajax (Pantheon) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,1991
Gauntlet (Dark Riders) (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,24,1991
Paibok (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,24,1991
Sublime (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,,,Living Characters,24,1991
Rosalie Carbone (Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,24,1992
Harlan Kleinstock (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,24,1993
Jillian Woods (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,24,1993
Sven Kleinstock (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,24,1993
Clarice Ferguson (Earth-616),Secret Identity,Good Characters,Green Eyes,Magenta Hair,Female Characters,,Living Characters,24,1994
Andrea Roarke (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Blond Hair,Female Characters,,Living Characters,24,1996
Cleavon Twain (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,24,1996
Giacomo Fortunato (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,1996
Pierre Fresson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,24,1997
Conrad Josten (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,1998
Adrienne Frost (Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,24,1999
Trey Rollins (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,1999
Mister X (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,24,2001
Spike (Freeman) (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,2001
Kevin Cole (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,2002
Janet Stein (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,24,2003
Leslie Dean (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,24,2003
Kelsey Leigh (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,24,2004
Overdrive (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24,2007
Carson Wyche (Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,24,2010
Cul Borson (Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,24,2011
Kade Kilgore (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24,2011
H.E.L.E.N. (Earth-616),No Dual Identity,Good Characters,,,Agender Characters,,Living Characters,24,2013
Hrimhari (Earth-616),Secret Identity,Good Characters,Silver Eyes,Grey Hair,Male Characters,,Deceased Characters,24,
David Bond (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,
Jack Casey (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,23,1940
Dave Carson (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,23,1948
Whitney Hammond (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,1948
Greg Knight (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,1953
Janice Cord (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,1968
Lani Ubanu (Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,23,1969
Richard Nixon (Earth-616),No Dual Identity,,,,Male Characters,,Deceased Characters,23,1969
Roderick Krupp (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,23,1969
Garokk (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,23,1970
Set (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,23,1971
Kondrati Topolov (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,23,1973
Robert Takiguchi (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,23,1977
Magnus (Sorcerer) (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,23,1978
Dansen Macabre (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,23,1980
Pharoid (Earth-616),,,,,Male Characters,,Deceased Characters,23,1980
Jason Strongbow (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23,1981
Lancelot Steele (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,23,1981
Roberta (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23,1982
Alison Double (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23,1983
Elton Healey (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,23,1983
Francis Xavier Delgado (Earth-616),Public Identity,,,,Male Characters,,Living Characters,23,1983
Mark Hallett (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,23,1983
Mister Johnston (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,23,1984
Ogun (Ninja) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,23,1984
Autumn Rolfson (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,23,1987
Cormick Grimshaw (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,23,1988
Rebecca Nales (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,23,1988
Skullbuster (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,23,1988
Jane Thorne (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,23,1989
Lenny Ballinger (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,23,1989
Tai (Well of All Things) (Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,23,1989
Tamara Kurtz (Earth-616),Secret Identity,Neutral Characters,,Auburn Hair,Female Characters,,Living Characters,23,1990
Carol Hines (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,23,1991
Amelia Barnhardt (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,23,1992
Clara Menninger (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,23,1992
Louise Hastings (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,23,1992
Marilla (Earth-616),Secret Identity,,,Red Hair,Female Characters,,Deceased Characters,23,1992
Candra (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,1993
Skreet (Earth-616),,Bad Characters,Pink Eyes,Black Hair,Female Characters,,Living Characters,23,1995
James Hudson (Clone) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,23,1997
White Tiger (Evolved Tiger) (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,23,1997
Fever Pitch (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,23,1999
Donald Callahan (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,23,2000
Centrally Located Organic Computer (Earth-616),,Good Characters,,,Agender Characters,,Living Characters,23,2001
George W. Bush (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,23,2001
Sophie Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,2001
Shola Inkose (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,23,2002
Robert Minoru (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,23,2003
Tina Minoru (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,23,2003
Venom (Symbiote) (Mania) (Earh-616),,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,Living Characters,23,2003
Maximus Jensen (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Deceased Characters,23,2004
Lambda-Zero (Earth-616),Secret Identity,Neutral Characters,Multiple Eyes,No Hair,Female Characters,,Deceased Characters,23,2005
Bride of Nine Spiders (Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,23,2007
Delphyne Gorgon (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Female Characters,,Living Characters,23,2008
Timothy Cababa (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,23,2010
Aiden (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,23,2013
Cullen Bloodstone (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,23,2013
Rebecca Ryker (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,23,2013
Lightning (Tex Morgan) (Earth-616),Public Identity,Good Characters,,Yellow Hair,Male Characters,,Living Characters,22,1948
Cory Rand (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,22,1954
Giganto (Atlantean beast) (Earth-616),,,,,Male Characters,,Living Characters,22,1962
Wong-Chu (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,22,1963
Carlo Zota (Earth-616),No Dual Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,22,1967
Lucifer (Lightbearer) (Earth-616),Public Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,22,1967
Zarek (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,22,1967
Jacques Larocque (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,22,1968
Sam Yates (Earth-616),Public Identity,,,,Male Characters,,Living Characters,22,1968
Typhon (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22,1968
George Smith (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,1969
Lupo (Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,No Hair,Male Characters,,Living Characters,22,1969
Taku (Earth-616),,,,,Male Characters,,Living Characters,22,1969
Hebe (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,22,1970
Tongah (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,1970
Zala Dane (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,22,1970
Tu (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,22,1971
Deacon Frost (Earth-616),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,22,1973
Kamo Tharnn (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,22,1975
Matriarch (UCT) (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,22,1975
Desmond Charne (Earth-616),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,22,1976
Model X3Z (Earth-616),Secret Identity,,Black Eyes,White Hair,Male Characters,,Deceased Characters,22,1976
Buford Hollis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,1977
Tamara Hashioka (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,22,1977
Willard Scott (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,22,1977
Sigyn (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,22,1978
Alexei Vazhin (Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,1979
Magda Eisenhardt (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,22,1979
Mike Farrell (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,22,1979
Calypso Ezili (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,22,1980
Lois London (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,22,1982
Lucinda Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,22,1984
Mister Varley (Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,22,1984
Wallace Jackson (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,22,1985
Kevin (son of Ruby) (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,22,1986
Kathleen Dare (Earth-616),,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,22,1988
Pretty Boy (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,22,1988
Alysande Stuart (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,22,1989
Josef Petkus (Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,22,1989
Perun (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,1989
Roughouse (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22,1989
Desmond Marrs (Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,22,1990
Lotus Newmark (Earth-616),,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,22,1990
Walter Rosen (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,1990
Adam Crown (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,22,1991
Epoch (Earth-616),,,Red Eyes,Brown Hair,Female Characters,,Living Characters,22,1991
Donald Clendenon (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,1992
Feron (Excalibur) (Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,1992
Samson Buchanan (Earth-616),,,,Blond Hair,Male Characters,,Living Characters,22,1992
Curtis Elkins (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,1993
Donna Diego (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,22,1993
Firearm (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,22,1993
Jean-Luc LeBeau (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,1993
Kenneth Parmenter (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,22,1993
Samuel Caulkin (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,22,1993
Dominic Destine (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,22,1994
Jasmine Destine (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,22,1994
Paradox (Strange) (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,22,1994
Gregory Herd (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,1995
Buzz (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,22,1996
"Nicholas Fury (LMD, Heroes Reborn) (Earth-616)",Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22,1996
Rosalind Sharpe (Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,22,1996
T-Ray (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,22,1997
Tonaja (Earth-616),Secret Identity,,,Brown Hair,Female Characters,,Living Characters,22,1998
Litterbug (Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,22,2002
Gabriel Stacy (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,2004
Aleksander Lukin (Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,22,2005
Shingen Harada II (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22,2012
Hermann Goering (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,21,1940
Tex Morgan (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,1948
Dull Knife (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,1954
It the Living Colossus (Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,21,1961
Bruce Olafsen (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,1962
Bor Burison (Earth-616),,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,21,1963
Maha Yogi (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21,1963
Hildegund (Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,21,1965
Spencer Smythe (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,21,1965
Cerberus (Earth-616),,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Living Characters,21,1966
Fafnir (Nastrond) (Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Deceased Characters,21,1966
Ralph Roberts (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21,1967
Sentry 459 (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,,,Living Characters,21,1967
Seth (Atlantean) (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21,1968
Boss Morgan (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,21,1972
Christine Palmer (Earth-616),,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,21,1972
Philip Russell (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,21,1972
Ram II (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,21,1972
Silas Grant (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,21,1972
Roxanne Gilbert (Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,21,1973
Shou-Lao (Earth-616),,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,21,1974
Autolycus (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,21,1975
Veronica Dultry (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,21,1975
Brian DeWolff (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,21,1976
Davan Shakari (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,21,1976
Domini (Earth-616),Secret Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,21,1976
Woodgod (Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,21,1976
Nezarr (Earth-616),Secret Identity,Neutral Characters,No Eyes,No Hair,Male Characters,,Living Characters,21,1977
One Above All (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,21,1977
Randall Darby (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,21,1977
Deathwings,,Bad Characters,,,,,Living Characters,21,1979
Genji Odashu (Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,21,1979
Ilongo Savage (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,1979
Richard Carson (Earth-616),,,,Brown Hair,Male Characters,,Living Characters,21,1979
Angelo Macon (Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,21,1980
